Query_ID	Doc_ID	Rank	Score
52	9	53	7.5
52	660	54	7.5
52	439	55	7.5
52	562	56	7.5
52	315	57	7.5
52	135	58	7.5
52	381	59	7.0
52	255	60	7.0
52	457	61	7.0
52	240	62	7.0
52	671	63	7.0
52	1222	64	7.0
52	34	65	7.0
52	363	66	7.0
52	45	67	7.0
52	1386	68	7.0
52	328	69	7.0
52	1278	70	6.5
52	662	71	6.5
52	1325	72	6.5
52	1261	73	6.5
52	7	74	6.5
52	667	75	6.5
52	193	76	6.5
52	651	77	6.5
52	526	78	6.5
52	1198	79	6.5
52	334	80	6.5
52	1195	81	6.5
52	992	82	6.5
52	309	83	6.5
52	62	84	6.5
52	1241	85	6.5
52	23	86	6.5
52	625	87	6.0
52	529	88	6.0
52	187	89	6.0
52	160	90	6.0
52	16	91	6.0
52	125	92	6.0
52	105	93	6.0
52	80	94	6.0
52	977	95	6.0
52	1228	96	6.0
52	504	97	6.0
52	266	98	6.0
52	300	99	6.0
52	1245	100	6.0
52	565	101	6.0
52	345	102	6.0
52	377	103	6.0
52	1321	104	6.0
52	1351	105	6.0
52	376	106	6.0
52	1355	107	6.0
52	352	108	6.0
52	256	109	6.0
52	1394	110	6.0
52	527	111	5.5
52	1240	112	5.5
52	1391	113	5.5
52	73	114	5.5
52	1282	115	5.5
52	179	116	5.5
52	54	117	5.5
52	333	118	5.5
52	547	119	5.5
52	1184	120	5.5
52	165	121	5.5
52	358	122	5.5
52	348	123	5.5
52	933	124	5.5
52	646	125	5.5
52	979	126	5.5
52	17	127	5.5
52	1365	128	5.5
52	326	129	5.5
52	927	130	5.5
52	155	131	5.5
52	222	132	5.5
52	540	133	5.5
52	383	134	5.5
52	53	135	5.5
52	59	136	5.5
52	292	137	5.5
52	1322	138	5.5
52	37	139	5.5
52	349	140	5.5
52	404	141	5.5
52	188	142	5.5
52	872	143	5.5
52	379	144	5.0
52	332	145	5.0
52	1155	146	5.0
52	1384	147	5.0
52	996	148	5.0
52	1356	149	5.0
52	336	150	5.0
52	1366	151	5.0
52	452	152	5.0
52	1107	153	5.0
52	261	154	5.0
52	460	155	5.0
52	1324	156	5.0
52	1209	157	5.0
52	209	158	5.0
52	121	159	5.0
52	1226	160	5.0
52	145	161	5.0
52	1076	162	5.0
52	1264	163	5.0
52	1381	164	5.0
52	50	165	5.0
52	710	166	5.0
52	1309	167	5.0
52	1254	168	5.0
52	308	169	5.0
52	484	170	5.0
52	76	171	5.0
52	573	172	5.0
52	493	173	5.0
52	148	174	5.0
52	479	175	5.0
52	191	176	4.5
52	325	177	4.5
52	25	178	4.5
52	1375	179	4.5
52	150	180	4.5
52	84	181	4.5
52	487	182	4.5
52	784	183	4.5
52	395	184	4.5
52	1213	185	4.5
52	775	186	4.5
52	180	187	4.5
52	773	188	4.5
52	1260	189	4.5
52	456	190	4.5
52	373	191	4.5
52	984	192	4.5
52	655	193	4.5
52	55	194	4.5
52	1313	195	4.5
52	207	196	4.5
52	314	197	4.5
52	3	198	4.5
52	257	199	4.5
52	216	200	4.5
53	1239	1	14.5
53	160	2	13.0
53	208	3	12.5
53	927	4	12.0
53	193	5	11.5
53	270	6	11.5
53	332	7	10.5
53	433	8	10.5
53	456	9	10.5
53	625	10	10.0
53	33	11	10.0
53	25	12	9.5
53	269	13	9.5
53	992	14	9.5
53	1319	15	9.5
53	1274	16	9.5
53	267	17	9.0
53	1222	18	9.0
53	1282	19	8.5
53	61	20	8.5
53	146	21	8.5
53	89	22	8.5
53	660	23	8.5
53	531	24	8.5
53	97	25	8.5
53	1391	26	8.0
53	688	27	8.0
53	266	28	8.0
53	1273	29	8.0
53	541	30	8.0
53	427	31	8.0
53	653	32	7.5
53	498	33	7.5
53	576	34	7.5
53	1253	35	7.5
53	1112	36	7.0
53	373	37	7.0
53	1255	38	7.0
53	1309	39	7.0
53	375	40	7.0
53	976	41	6.5
53	662	42	6.5
53	329	43	6.5
53	179	44	6.5
53	993	45	6.5
53	522	46	6.5
53	318	47	6.5
53	297	48	6.5
53	1313	49	6.5
53	579	50	6.5
53	216	51	6.5
53	1245	52	6.5
53	112	53	6.5
53	803	54	6.5
53	1181	55	6.5
53	317	56	6.5
53	1393	57	6.5
53	946	58	6.5
53	1221	59	6.5
53	85	60	6.0
53	84	61	6.0
53	494	62	6.0
53	1179	63	6.0
53	1373	64	6.0
53	234	65	6.0
53	1310	66	6.0
53	1377	67	6.0
53	775	68	6.0
53	1238	69	6.0
53	1108	70	6.0
53	268	71	6.0
53	122	72	6.0
53	536	73	6.0
53	185	74	6.0
53	665	75	6.0
53	1195	76	6.0
53	574	77	6.0
53	222	78	6.0
53	967	79	6.0
53	94	80	6.0
53	298	81	6.0
53	1247	82	6.0
53	34	83	6.0
53	432	84	6.0
53	372	85	6.0
53	188	86	6.0
53	1236	87	5.5
53	186	88	5.5
53	1194	89	5.5
53	167	90	5.5
53	975	91	5.5
53	407	92	5.5
53	189	93	5.5
53	966	94	5.5
53	626	95	5.5
53	88	96	5.5
53	1105	97	5.5
53	757	98	5.5
53	18	99	5.5
53	447	100	5.5
53	1139	101	5.5
53	808	102	5.5
53	310	103	5.5
53	1144	104	5.5
53	404	105	5.5
53	2	106	5.0
53	379	107	5.0
53	1301	108	5.0
53	998	109	5.0
53	360	110	5.0
53	801	111	5.0
53	232	112	5.0
53	166	113	5.0
53	1184	114	5.0
53	342	115	5.0
53	236	116	5.0
53	1297	117	5.0
53	651	118	5.0
53	994	119	5.0
53	816	120	5.0
53	523	121	5.0
53	110	122	5.0
53	410	123	5.0
53	240	124	5.0
53	540	125	5.0
53	1224	126	5.0
53	569	127	5.0
53	129	128	5.0
53	27	129	5.0
53	197	130	5.0
53	987	131	5.0
53	370	132	5.0
53	45	133	5.0
53	1143	134	5.0
53	37	135	5.0
53	196	136	5.0
53	1147	137	5.0
53	1375	138	4.5
53	434	139	4.5
53	1074	140	4.5
53	1259	141	4.5
53	1006	142	4.5
53	187	143	4.5
53	1356	144	4.5
53	369	145	4.5
53	657	146	4.5
53	192	147	4.5
53	1302	148	4.5
53	469	149	4.5
53	1182	150	4.5
53	1002	151	4.5
53	452	152	4.5
53	986	153	4.5
53	984	154	4.5
53	134	155	4.5
53	1075	156	4.5
53	809	157	4.5
53	296	158	4.5
53	44	159	4.5
53	257	160	4.5
53	1203	161	4.5
53	921	162	4.5
53	439	163	4.5
53	1351	164	4.5
53	556	165	4.5
53	1193	166	4.5
53	1180	167	4.5
53	1243	168	4.5
53	1354	169	4.5
53	991	170	4.5
53	989	171	4.5
53	349	172	4.5
53	118	173	4.5
53	493	174	4.5
53	420	175	4.0
53	1082	176	4.0
53	401	177	4.0
53	56	178	4.0
53	487	179	4.0
53	902	180	4.0
53	125	181	4.0
53	395	182	4.0
53	1390	183	4.0
53	278	184	4.0
53	1107	185	4.0
53	294	186	4.0
53	1199	187	4.0
53	1328	188	4.0
53	1106	189	4.0
53	1352	190	4.0
53	133	191	4.0
53	1198	192	4.0
53	815	193	4.0
53	666	194	4.0
53	206	195	4.0
53	1197	196	4.0
53	1081	197	4.0
53	1303	198	4.0
53	1040	199	4.0
53	1381	200	4.0
54	1213	1	17.5
54	123	2	14.5
54	1307	3	14.5
54	44	4	13.5
54	662	5	12.0
54	101	6	11.5
54	1300	7	11.5
54	423	8	11.5
54	564	9	11.5
54	522	10	11.0
54	651	11	10.5
54	999	12	10.5
54	623	13	10.5
54	25	14	10.0
54	572	15	9.5
54	1107	16	9.5
54	1204	17	9.0
54	962	18	9.0
54	294	19	9.0
54	1104	20	9.0
54	555	21	8.5
54	240	22	8.5
54	554	23	8.5
54	1393	24	8.5
54	283	25	8.0
54	225	26	8.0
54	49	27	8.0
54	211	28	8.0
54	354	29	8.0
54	84	30	7.5
54	1185	31	7.5
54	784	32	7.5
54	959	33	7.5
54	666	34	7.5
54	707	35	7.5
54	566	36	7.0
54	401	37	7.0
54	717	38	7.0
54	329	39	7.0
54	979	40	7.0
54	274	41	7.0
54	305	42	7.0
54	646	43	6.5
54	759	44	6.5
54	344	45	6.5
54	1040	46	6.5
54	873	47	6.5
54	571	48	6.5
54	45	49	6.5
54	872	50	6.5
54	1263	51	6.5
54	1192	52	6.0
54	655	53	6.0
54	357	54	6.0
54	559	55	6.0
54	1097	56	6.0
54	1394	57	6.0
54	338	58	6.0
54	332	59	5.5
54	976	60	5.5
54	120	61	5.5
54	371	62	5.5
54	395	63	5.5
54	560	64	5.5
54	553	65	5.5
54	661	66	5.5
54	1328	67	5.5
54	158	68	5.5
54	546	69	5.5
54	626	70	5.5
54	525	71	5.5
54	142	72	5.5
54	421	73	5.5
54	77	74	5.5
54	1268	75	5.5
54	303	76	5.0
54	1373	77	5.0
54	947	78	5.0
54	58	79	5.0
54	1366	80	5.0
54	269	81	5.0
54	1002	82	5.0
54	754	83	5.0
54	789	84	5.0
54	295	85	5.0
54	1198	86	5.0
54	1226	87	5.0
54	1258	88	5.0
54	1284	89	5.0
54	94	90	5.0
54	435	91	5.0
54	1319	92	5.0
54	1066	93	5.0
54	1274	94	5.0
54	550	95	5.0
54	689	96	5.0
54	1218	97	5.0
54	493	98	5.0
54	135	99	5.0
54	1207	100	4.5
54	628	101	4.5
54	688	102	4.5
54	364	103	4.5
54	260	104	4.5
54	456	105	4.5
54	79	106	4.5
54	1378	107	4.5
54	1281	108	4.5
54	994	109	4.5
54	89	110	4.5
54	635	111	4.5
54	144	112	4.5
54	992	113	4.5
54	1303	114	4.5
54	353	115	4.5
54	51	116	4.5
54	24	117	4.5
54	81	118	4.5
54	1264	119	4.5
54	983	120	4.5
54	66	121	4.5
54	1386	122	4.5
54	1161	123	4.5
54	605	124	4.5
54	1395	125	4.5
54	798	126	4.5
54	82	127	4.0
54	325	128	4.0
54	85	129	4.0
54	606	130	4.0
54	1082	131	4.0
54	766	132	4.0
54	1348	133	4.0
54	524	134	4.0
54	348	135	4.0
54	1001	136	4.0
54	667	137	4.0
54	773	138	4.0
54	55	139	4.0
54	1106	140	4.0
54	799	141	4.0
54	576	142	4.0
54	597	143	4.0
54	145	144	4.0
54	980	145	4.0
54	1064	146	4.0
54	398	147	4.0
54	982	148	4.0
54	584	149	4.0
54	869	150	4.0
54	541	151	4.0
54	62	152	4.0
54	5	153	4.0
54	37	154	4.0
54	638	155	4.0
54	1292	156	4.0
54	508	157	4.0
54	20	158	4.0
54	695	159	3.5
54	625	160	3.5
54	542	161	3.5
54	529	162	3.5
54	645	163	3.5
54	347	164	3.5
54	1356	165	3.5
54	369	166	3.5
54	48	167	3.5
54	378	168	3.5
54	668	169	3.5
54	1098	170	3.5
54	318	171	3.5
54	1094	172	3.5
54	122	173	3.5
54	1279	174	3.5
54	1004	175	3.5
54	966	176	3.5
54	334	177	3.5
54	1159	178	3.5
54	365	179	3.5
54	270	180	3.5
54	565	181	3.5
54	1351	182	3.5
54	634	183	3.5
54	1241	184	3.5
54	168	185	3.5
54	509	186	3.5
54	1110	187	3.5
54	29	188	3.5
54	436	189	3.0
54	1250	190	3.0
54	1006	191	3.0
54	36	192	3.0
54	697	193	3.0
54	13	194	3.0
54	1282	195	3.0
54	535	196	3.0
54	1377	197	3.0
54	387	198	3.0
54	272	199	3.0
54	342	200	3.0
55	329	1	14.5
55	798	2	14.5
55	72	3	13.0
55	1225	4	12.5
55	272	5	12.0
55	344	6	12.0
55	458	7	12.0
55	364	8	11.0
55	1154	9	10.5
55	1149	10	10.0
55	899	11	10.0
55	1383	12	10.0
55	406	13	9.5
55	1382	14	9.5
55	24	15	9.5
55	376	16	9.5
55	1364	17	9.5
55	1301	18	9.0
55	255	19	9.0
55	73	20	9.0
55	460	21	9.0
55	1268	22	9.0
55	2	23	8.5
55	572	24	8.5
55	134	25	8.5
55	366	26	8.5
55	562	27	8.5
55	1235	28	8.5
55	375	29	8.5
55	62	30	8.5
55	1263	31	8.5
55	1240	32	8.0
55	16	33	8.0
55	304	34	8.0
55	348	35	8.0
55	4	36	8.0
55	170	37	8.0
55	1241	38	8.0
55	459	39	7.5
55	1244	40	7.5
55	504	41	7.5
55	1281	42	7.5
55	89	43	7.5
55	565	44	7.5
55	94	45	7.5
55	377	46	7.5
55	135	47	7.5
55	1220	48	7.0
55	959	49	7.0
55	1366	50	7.0
55	661	51	7.0
55	17	52	7.0
55	671	53	7.0
55	155	54	7.0
55	365	55	7.0
55	569	56	7.0
55	1386	57	7.0
55	1375	58	6.5
55	527	59	6.5
55	336	60	6.5
55	192	61	6.5
55	1261	62	6.5
55	54	63	6.5
55	80	64	6.5
55	9	65	6.5
55	563	66	6.5
55	306	67	6.5
55	349	68	6.5
55	1278	69	6.0
55	381	70	6.0
55	1185	71	6.0
55	244	72	6.0
55	125	73	6.0
55	1302	74	6.0
55	1282	75	6.0
55	457	76	6.0
55	667	77	6.0
55	933	78	6.0
55	334	79	6.0
55	731	80	6.0
55	309	81	6.0
55	345	82	6.0
55	1351	83	6.0
55	1355	84	6.0
55	1205	85	6.0
55	256	86	6.0
55	573	87	6.0
55	1384	88	5.5
55	1109	89	5.5
55	662	90	5.5
55	105	91	5.5
55	1182	92	5.5
55	165	93	5.5
55	629	94	5.5
55	358	95	5.5
55	55	96	5.5
55	326	97	5.5
55	266	98	5.5
55	189	99	5.5
55	1209	100	5.5
55	145	101	5.5
55	934	102	5.5
55	335	103	5.5
55	1381	104	5.5
55	50	105	5.5
55	1201	106	5.5
55	352	107	5.5
55	1322	108	5.5
55	315	109	5.5
55	1372	110	5.0
55	542	111	5.0
55	150	112	5.0
55	1155	113	5.0
55	1325	114	5.0
55	7	115	5.0
55	547	116	5.0
55	977	117	5.0
55	342	118	5.0
55	1365	119	5.0
55	209	120	5.0
55	576	121	5.0
55	1226	122	5.0
55	538	123	5.0
55	540	124	5.0
55	383	125	5.0
55	730	126	5.0
55	1072	127	5.0
55	328	128	5.0
55	484	129	5.0
55	76	130	5.0
55	493	131	5.0
55	23	132	5.0
55	1394	133	5.0
55	479	134	5.0
55	350	135	4.5
55	1237	136	4.5
55	111	137	4.5
55	1370	138	4.5
55	912	139	4.5
55	784	140	4.5
55	560	141	4.5
55	1228	142	4.5
55	1192	143	4.5
55	962	144	4.5
55	646	145	4.5
55	1260	146	4.5
55	754	147	4.5
55	261	148	4.5
55	49	149	4.5
55	314	150	4.5
55	133	151	4.5
55	1198	152	4.5
55	664	153	4.5
55	131	154	4.5
55	300	155	4.5
55	701	156	4.5
55	81	157	4.5
55	641	158	4.5
55	611	159	4.5
55	71	160	4.5
55	343	161	4.5
55	461	162	4.5
55	363	163	4.5
55	292	164	4.5
55	734	165	4.5
55	404	166	4.5
55	325	167	4.0
55	445	168	4.0
55	961	169	4.0
55	529	170	4.0
55	996	171	4.0
55	732	172	4.0
55	1212	173	4.0
55	796	174	4.0
55	333	175	4.0
55	271	176	4.0
55	397	177	4.0
55	655	178	4.0
55	1199	179	4.0
55	207	180	4.0
55	355	181	4.0
55	240	182	4.0
55	788	183	4.0
55	992	184	4.0
55	1076	185	4.0
55	570	186	4.0
55	305	187	4.0
55	561	188	4.0
55	1300	189	4.0
55	1264	190	4.0
55	425	191	4.0
55	1311	192	4.0
55	337	193	4.0
55	53	194	4.0
55	34	195	4.0
55	1254	196	4.0
55	648	197	4.0
55	1392	198	4.0
55	1236	199	3.5
55	792	200	3.5
56	753	1	19.0
56	441	2	11.5
56	638	3	11.0
56	202	4	9.5
56	1380	5	9.0
56	712	6	9.0
56	811	7	8.5
56	1339	8	8.5
56	14	9	8.5
56	1290	10	8.5
56	701	11	8.0
56	685	12	8.0
56	204	13	7.5
56	856	14	7.0
56	766	15	6.5
56	234	16	6.5
56	859	17	6.5
56	704	18	6.5
56	699	19	6.5
56	379	20	6.0
56	391	21	6.0
56	1166	22	6.0
56	225	23	6.0
56	133	24	6.0
56	1338	25	6.0
56	748	26	6.0
56	688	27	5.5
56	675	28	5.5
56	1291	29	5.5
56	947	30	5.5
56	658	31	5.5
56	1289	32	5.5
56	49	33	5.5
56	815	34	5.5
56	634	35	5.5
56	1066	36	5.5
56	749	37	5.5
56	798	38	5.5
56	1246	39	5.0
56	329	40	5.0
56	1164	41	5.0
56	686	42	5.0
56	899	43	5.0
56	677	44	5.0
56	484	45	5.0
56	673	46	4.5
56	25	47	4.5
56	163	48	4.5
56	52	49	4.5
56	783	50	4.5
56	1313	51	4.5
56	999	52	4.5
56	927	53	4.5
56	1333	54	4.5
56	683	55	4.5
56	698	56	4.5
56	923	57	4.5
56	1235	58	4.5
56	363	59	4.5
56	1147	60	4.5
56	857	61	4.0
56	205	62	4.0
56	624	63	4.0
56	360	64	4.0
56	709	65	4.0
56	1347	66	4.0
56	232	67	4.0
56	80	68	4.0
56	1225	69	4.0
56	1336	70	4.0
56	933	71	4.0
56	373	72	4.0
56	79	73	4.0
56	781	74	4.0
56	1328	75	4.0
56	816	76	4.0
56	230	77	4.0
56	874	78	4.0
56	567	79	4.0
56	593	80	4.0
56	96	81	4.0
56	1381	82	4.0
56	453	83	4.0
56	1248	84	4.0
56	689	85	4.0
56	1341	86	4.0
56	692	87	4.0
56	792	88	3.5
56	442	89	3.5
56	390	90	3.5
56	1188	91	3.5
56	782	92	3.5
56	878	93	3.5
56	971	94	3.5
56	948	95	3.5
56	1344	96	3.5
56	165	97	3.5
56	627	98	3.5
56	1352	99	3.5
56	1343	100	3.5
56	1209	101	3.5
56	1231	102	3.5
56	924	103	3.5
56	576	104	3.5
56	671	105	3.5
56	1345	106	3.5
56	353	107	3.5
56	858	108	3.5
56	33	109	3.5
56	1039	110	3.5
56	1239	111	3.5
56	713	112	3.5
56	643	113	3.5
56	461	114	3.5
56	693	115	3.5
56	1322	116	3.5
56	380	117	3.5
56	1218	118	3.5
56	711	119	3.5
56	1275	120	3.5
56	82	121	3.0
56	530	122	3.0
56	415	123	3.0
56	69	124	3.0
56	164	125	3.0
56	1162	126	3.0
56	1342	127	3.0
56	758	128	3.0
56	700	129	3.0
56	588	130	3.0
56	272	131	3.0
56	1104	132	3.0
56	357	133	3.0
56	1334	134	3.0
56	1	135	3.0
56	794	136	3.0
56	812	137	3.0
56	719	138	3.0
56	110	139	3.0
56	626	140	3.0
56	780	141	3.0
56	708	142	3.0
56	1078	143	3.0
56	894	144	3.0
56	344	145	3.0
56	1335	146	3.0
56	1100	147	3.0
56	51	148	3.0
56	561	149	3.0
56	1163	150	3.0
56	77	151	3.0
56	747	152	3.0
56	1330	153	3.0
56	584	154	3.0
56	198	155	3.0
56	950	156	3.0
56	292	157	3.0
56	1241	158	3.0
56	229	159	3.0
56	15	160	3.0
56	520	161	3.0
56	37	162	3.0
56	721	163	3.0
56	101	164	2.5
56	606	165	2.5
56	566	166	2.5
56	287	167	2.5
56	1256	168	2.5
56	40	169	2.5
56	717	170	2.5
56	702	171	2.5
56	1051	172	2.5
56	866	173	2.5
56	48	174	2.5
56	492	175	2.5
56	876	176	2.5
56	1212	177	2.5
56	801	178	2.5
56	1089	179	2.5
56	560	180	2.5
56	70	181	2.5
56	1366	182	2.5
56	547	183	2.5
56	1190	184	2.5
56	444	185	2.5
56	1196	186	2.5
56	1305	187	2.5
56	452	188	2.5
56	715	189	2.5
56	294	190	2.5
56	193	191	2.5
56	651	192	2.5
56	860	193	2.5
56	185	194	2.5
56	809	195	2.5
56	1272	196	2.5
56	791	197	2.5
56	1363	198	2.5
56	914	199	2.5
56	525	200	2.5
57	753	1	11.5
57	660	2	9.0
57	193	3	8.0
57	927	4	7.5
57	97	5	7.5
57	576	6	7.0
57	202	7	7.0
57	856	8	6.5
57	1195	9	6.5
57	1339	10	6.5
57	1268	11	6.5
57	160	12	6.0
57	766	13	6.0
57	363	14	6.0
57	310	15	6.0
57	1290	16	6.0
57	379	17	5.5
57	332	18	5.5
57	651	19	5.5
57	1338	20	5.5
57	1245	21	5.5
57	1181	22	5.5
57	375	23	5.5
57	404	24	5.5
57	1275	25	5.5
57	427	26	5.5
57	625	27	5.0
57	1391	28	5.0
57	588	29	5.0
57	775	30	5.0
57	89	31	5.0
57	757	32	5.0
57	1222	33	5.0
57	987	34	5.0
57	1082	35	4.5
57	998	36	4.5
57	1182	37	4.5
57	686	38	4.5
57	1184	39	4.5
57	984	40	4.5
57	859	41	4.5
57	266	42	4.5
57	216	43	4.5
57	1273	44	4.5
57	222	45	4.5
57	1081	46	4.5
57	270	47	4.5
57	593	48	4.5
57	439	49	4.5
57	634	50	4.5
57	1341	51	4.5
57	989	52	4.5
57	118	53	4.5
57	2	54	4.0
57	25	55	4.0
57	187	56	4.0
57	857	57	4.0
57	657	58	4.0
57	1194	59	4.0
57	329	60	4.0
57	167	61	4.0
57	391	62	4.0
57	179	63	4.0
57	278	64	4.0
57	341	65	4.0
57	452	66	4.0
57	257	67	4.0
57	574	68	4.0
57	309	69	4.0
57	94	70	4.0
57	458	71	4.0
57	1248	72	4.0
57	45	73	4.0
57	380	74	4.0
57	188	75	4.0
57	685	76	4.0
57	472	77	4.0
57	23	78	4.0
57	798	79	4.0
57	442	80	3.5
57	774	81	3.5
57	878	82	3.5
57	84	83	3.5
57	675	84	3.5
57	494	85	3.5
57	487	86	3.5
57	52	87	3.5
57	948	88	3.5
57	1302	89	3.5
57	395	90	3.5
57	658	91	3.5
57	498	92	3.5
57	1108	93	3.5
57	277	94	3.5
57	456	95	3.5
57	373	96	3.5
57	236	97	3.5
57	1313	98	3.5
57	704	99	3.5
57	579	100	3.5
57	526	101	3.5
57	189	102	3.5
57	133	103	3.5
57	1198	104	3.5
57	1078	105	3.5
57	941	106	3.5
57	240	107	3.5
57	206	108	3.5
57	858	109	3.5
57	874	110	3.5
57	18	111	3.5
57	33	112	3.5
57	1010	113	3.5
57	34	114	3.5
57	306	115	3.5
57	541	116	3.5
57	550	117	3.5
57	1354	118	3.5
57	797	119	3.5
57	1144	120	3.5
57	417	121	3.0
57	455	122	3.0
57	39	123	3.0
57	530	124	3.0
57	401	125	3.0
57	1356	126	3.0
57	1007	127	3.0
57	1282	128	3.0
57	572	129	3.0
57	1310	130	3.0
57	70	131	3.0
57	109	132	3.0
57	712	133	3.0
57	444	134	3.0
57	1225	135	3.0
57	633	136	3.0
57	986	137	3.0
57	933	138	3.0
57	979	139	3.0
57	441	140	3.0
57	134	141	3.0
57	1106	142	3.0
57	719	143	3.0
57	916	144	3.0
57	966	145	3.0
57	626	146	3.0
57	88	147	3.0
57	557	148	3.0
57	121	149	3.0
57	388	150	3.0
57	967	151	3.0
57	1242	152	3.0
57	428	153	3.0
57	683	154	3.0
57	540	155	3.0
57	1262	156	3.0
57	747	157	3.0
57	779	158	3.0
57	440	159	3.0
57	1239	160	3.0
57	1319	161	3.0
57	643	162	3.0
57	1274	163	3.0
57	1080	164	3.0
57	204	165	3.0
57	710	166	3.0
57	59	167	3.0
57	317	168	3.0
57	1072	169	3.0
57	1235	170	3.0
57	466	171	3.0
57	1309	172	3.0
57	352	173	3.0
57	917	174	3.0
57	15	175	3.0
57	1143	176	3.0
57	590	177	3.0
57	749	178	3.0
57	1083	179	3.0
57	491	180	3.0
57	148	181	3.0
57	1221	182	3.0
57	792	183	2.5
57	191	184	2.5
57	1375	185	2.5
57	390	186	2.5
57	420	187	2.5
57	705	188	2.5
57	706	189	2.5
57	467	190	2.5
57	394	191	2.5
57	589	192	2.5
57	132	193	2.5
57	124	194	2.5
57	217	195	2.5
57	1295	196	2.5
57	583	197	2.5
57	662	198	2.5
57	48	199	2.5
57	1220	200	2.5
58	564	1	16.5
58	270	2	15.5
58	662	3	15.0
58	927	4	14.0
58	522	5	13.5
58	1104	6	13.0
58	784	7	11.5
58	101	8	11.0
58	566	9	11.0
58	269	10	11.0
58	754	11	11.0
58	1040	12	11.0
58	873	13	11.0
58	1213	14	10.5
58	962	15	10.5
58	240	16	10.5
58	786	17	10.5
58	1159	18	10.0
58	872	19	10.0
58	283	20	9.5
58	1107	21	9.5
58	193	22	9.5
58	651	23	9.5
58	571	24	9.5
58	717	25	9.0
58	329	26	9.0
58	395	27	9.0
58	661	28	9.0
58	635	29	9.0
58	788	30	9.0
58	375	31	9.0
58	1204	32	8.5
58	959	33	8.5
58	1328	34	8.5
58	49	35	8.5
58	158	36	8.5
58	1258	37	8.5
58	435	38	8.5
58	123	39	8.5
58	1307	40	8.5
58	1393	41	8.5
58	45	42	8.5
58	23	43	8.5
58	120	44	8.0
58	452	45	8.0
58	789	46	8.0
58	623	47	8.0
58	88	48	8.0
58	554	49	8.0
58	660	50	8.0
58	135	51	8.0
58	785	52	7.5
58	801	53	7.5
58	348	54	7.5
58	646	55	7.5
58	539	56	7.5
58	225	57	7.5
58	294	58	7.5
58	966	59	7.5
58	300	60	7.5
58	94	61	7.5
58	1097	62	7.5
58	1222	63	7.5
58	97	64	7.5
58	689	65	7.5
58	37	66	7.5
58	1394	67	7.5
58	1268	68	7.5
58	84	69	7.0
58	775	70	7.0
58	61	71	7.0
58	812	72	7.0
58	787	73	7.0
58	666	74	7.0
58	974	75	7.0
58	1081	76	7.0
58	1264	77	7.0
58	363	78	7.0
58	550	79	7.0
58	310	80	7.0
58	1263	81	7.0
58	325	82	6.5
58	1375	83	6.5
58	332	84	6.5
58	244	85	6.5
58	1344	86	6.5
58	572	87	6.5
58	179	88	6.5
58	560	89	6.5
58	387	90	6.5
58	268	91	6.5
58	272	92	6.5
58	773	93	6.5
58	500	94	6.5
58	267	95	6.5
58	1078	96	6.5
58	1195	97	6.5
58	967	98	6.5
58	987	99	6.5
58	625	100	6.0
58	160	101	6.0
58	210	102	6.0
58	1185	103	6.0
58	912	104	6.0
58	105	105	6.0
58	1282	106	6.0
58	984	107	6.0
58	1106	108	6.0
58	579	109	6.0
58	144	110	6.0
58	576	111	6.0
58	1226	112	6.0
58	51	113	6.0
58	24	114	6.0
58	980	115	6.0
58	839	116	6.0
58	398	117	6.0
58	116	118	6.0
58	352	119	6.0
58	1386	120	6.0
58	379	121	5.5
58	606	122	5.5
58	1207	123	5.5
58	164	124	5.5
58	73	125	5.5
58	1182	126	5.5
58	524	127	5.5
58	599	128	5.5
58	1184	129	5.5
58	1255	130	5.5
58	1198	131	5.5
58	44	132	5.5
58	222	133	5.5
58	145	134	5.5
58	206	135	5.5
58	1203	136	5.5
58	305	137	5.5
58	81	138	5.5
58	428	139	5.5
58	77	140	5.5
58	983	141	5.5
58	59	142	5.5
58	869	143	5.5
58	306	144	5.5
58	659	145	5.5
58	404	146	5.5
58	509	147	5.5
58	118	148	5.5
58	427	149	5.5
58	1147	150	5.5
58	29	151	5.5
58	2	152	5.0
58	25	153	5.0
58	149	154	5.0
58	1391	155	5.0
58	303	156	5.0
58	1348	157	5.0
58	963	158	5.0
58	378	159	5.0
58	1366	160	5.0
58	260	161	5.0
58	1002	162	5.0
58	845	163	5.0
58	1084	164	5.0
58	236	165	5.0
58	89	166	5.0
58	131	167	5.0
58	344	168	5.0
58	574	169	5.0
58	1333	170	5.0
58	1245	171	5.0
58	934	172	5.0
58	707	173	5.0
58	567	174	5.0
58	565	175	5.0
58	98	176	5.0
58	439	177	5.0
58	1351	178	5.0
58	1239	179	5.0
58	584	180	5.0
58	575	181	5.0
58	72	182	5.0
58	5	183	5.0
58	1143	184	5.0
58	989	185	5.0
58	188	186	5.0
58	151	187	5.0
58	596	188	4.5
58	350	189	4.5
58	347	190	4.5
58	414	191	4.5
58	401	192	4.5
58	1051	193	4.5
58	657	194	4.5
58	998	195	4.5
58	947	196	4.5
58	1302	197	4.5
58	1310	198	4.5
58	1289	199	4.5
58	104	200	4.5
59	272	1	16.5
59	329	2	16.0
59	798	3	14.5
59	1225	4	13.5
59	1154	5	12.5
59	458	6	12.0
59	134	7	11.5
59	89	8	11.5
59	72	9	11.5
59	375	10	11.0
59	1182	11	10.5
59	1382	12	10.5
59	1149	13	10.0
59	381	14	10.0
